,artist_name,title,album,lyrics,date,url
44,Regula,Rewind,1ª Jornada,"Ainda me lembro como dantes a gente o fazia
Simplesmente acontecia
De noite ou de dia
Duas pessoas amadas
Numa noite bem passada
Fazer amor contigo
E tu nos meus braços aconchegada (Anh!)
Love is love sentimentos são reais
Uma vez duas três connosco nunca era demais
Sentir o teu corpo e fazê-lo ao natural
Não importava tempo altura ou até mesmo o local
Acordar a meio da noite num ambiente perfeito
E fazer tudo contigo aquilo que nunca tinha feito
Estalados no auge dominados pela paixão
Ouvir o teu gemido em total concentração
Horas seguidas a fazê-lo sem querer acabar
Com tanto prazer p'ra dar
A energia a esgotar
Continuar sem parar
E dar o que tudo se tem
Eu já te disse palavras que nunca disse a ninguém
E tudo o que te disse foi tudo o que senti
Contigo eu ensinei
Contigo eu aprendi
Que as coisas permanecessem era tudo o que eu queria
Foi tudo bom até chegar a
Monotonia

Tu dizes sim eu digo não
Eu quero estar contigo
Fazer amor contigo
A vida é uma ilusão
Eu quero estar contigo
Fazer amor contigo

Yoh!
Não sei como ou porquê
Mas as coisas complicaram
Não sei como ou porquê
Mas as coisas mudaram
Antigamente acontecia frequentemente
Hoje em dia baby acontece dificilmente
Deitar-me ao teu lado e não ter uma alternativa
P'ra acontecer agora tens que tu dar iniciativa
Eu não 'tou p'ra tentar
E de caras ser barrado
Por fora 'tar a fingir e por dentro magoar
Era isso que eu tinha medo que um dia acontecesse
Chegar a casa e notar a diferença no teu interesse
Os sentimentos mantêm-se
Será que isso é verdade?
Mas também me acredito que não te sintas à vontade
Fala-mos sobre o assunto
Mas nunca passa daí
Eu acredito em ti, mas ainda não compreendi
Deitados bem abraçados mas só contacto de boca
Se ainda sentes o mesmo
Como é que a vontade é pouca?

Tu dizes sim eu digo não
Eu quero estar contigo
Fazer amor contigo
A vida é uma ilusão
Eu quero estar contigo
Fazer amor contigo
Tu dizes sim eu digo não
Eu quero estar contigo
Fazer amor contigo
A vida é uma ilusão
Eu quero estar contigo
Fazer amor contigo",,https://genius.com/Regula-rewind-lyrics
45,Regula,Intro,Tira Teimas,,2005-06-20,https://genius.com/Regula-intro-lyrics
46,Regula,Bifes,1ª Jornada,,2002-02-01,https://genius.com/Regula-bifes-lyrics
47,Regula,Limpeza,Tira Teimas,,2005-06-20,https://genius.com/Regula-limpeza-lyrics
48,Regula,Regula/ Short Size,Mixtape Kara Davis,,,https://genius.com/Regula-regula-short-size-lyrics
49,Regula,Safodastyle,1ª Jornada,"Safodastyle, dou baile em mais um freestyle
Porque eu percorro mais uma pa' javardar a little while
Sem preocupações com o que escrevo nas canções
'Tou me a cagar pa' as reações de todos os espectadores
Não faço favores, não aprendo com professores
 e calores e eu trabalho sem motores
Tudo ao natura procuro quem me procura
Sou tipo Duracell e dura e dura
E eu não paro, preparo, comparo todo raro
Separo o barato do caro
Feridas eu também saro
Enquanto eu posso vou fazendo aquilo que pretendo
Regula vai rimando enquanto putas vão vendendo
A pachacha, o passado não se apaga com borracha
É só mais uma faixa em que o puto encaixa
Perfeitamente instalado no instrumento mais adorado
Com ou sem significado
Rimo, não fico calado
É disto que eu necessito
Abuso eu não permito
O que 'tá escrito, tá escrito, eu admito
Que já tá feito o meu plano isso é humano eu reclamo
Porque eu bizno não afano
Bellini é como eu me chamo

Sente um beat S-A-M
Produções do Sam

Safodastyle avacalho
Como um graff na parede
Isto é funky flow
Yo, putas e vinho verde
I'll be around pa' manter
Representing correctly
Com o álbum  a fazer o que 'tou a fazer aqui
Safodastyle avacalho
Como um graff na parede
Isto é funky flow
Yo, putas e vinho verde
I'll be around pa' manter
Representing correctly
Com o álbum  a fazer o que 'tou a fazer aqui

Ya, isto é o estilo do puto
Rimas que trazem conduto
Quando é bom sabes que escuto
Quem não gosta eu não discuto
Mas também não 'tou cá pa' 'tar a agradar ninguém
O estilo é este
O que é que tem? Diz-me que mal tem?
Mas se agradar melhor
Eu sou antirapor
Em qualquer atuação não há funk que comemore
Ou seja
Regula simula, niggas dão o 
Aqui não Gs nem guns para andar ao shot
Isso reais sons de puto que ainda carregam dodot
Se isto fosse ping pong 'tava-te sempre a dar capote
Mas matter of fact, let me see that (What?)
Hoje em dia bitches chupam birote em qualquer spot
Comigo é assim: ""Get drunk? No, smoke weed!""
 freaking bitch halla at me
É um estilo Regular
Vai dar que falar
Faço o meu trabalho de maneira que ninguém se possa lamentar
Com os beats do Sam ou do program Cubase
""És sempre assim Regula?""
Ya que se foda other ways
It's all about the rap, fuck the bling bling
I still the same yolo, pronto para saltar para o ringue

Safodastyle avacalho
Como um graff na parede
Isto é funky flow
Yo, putas e vinho verde
I'll be around pa' manter
Representing correctly
Com o álbum  a fazer o que 'tou a fazer aqui
Safodastyle avacalho
Como um graff na parede
Isto é funky flow
Yo, putas e vinho verde
I'll be around pa' manter
Representing correctly
Com o álbum  a fazer o que 'tou a fazer aqui",,https://genius.com/Regula-safodastyle-lyrics
50,Regula,Regula 2,Mixtape Kara Davis,,,https://genius.com/Regula-regula-2-lyrics
51,Regula,Regula,Mixtape Kara Davis,"Mais um boicote e afanam o leque
Os meus peeps trazem bolotas no bote
 e girtam: ""Kara Davis""
Mais um boicote e afanam o leque
Os meus peeps trazem bolotas no bote
 e girtam
Que se foda a cana na Espanha
Com toda a grana que se apanha
Mete umas damas na manha pa' trazer gramas na banha
 novos se te apertam a linhas
Niggas agora põe ovos e nem sequer são galinhas
Faço coleção de linhas
Mas eu não preciso de provas
Cuspam as vossas rimas novas
Não me peçam as minhas
Já sabes o que acontece e porque é que eu flow fast
Muitos falam como se o flow desse
Pa fazer algo que o meu flow não desse
Mas é assim quando me veem são tipo o AC, b
Só dizem no stress
Na minha zona vês scratchs por um tópico à toa
E se me vires com um olho roxo na street, Rocky Balboa
São ossos do ofício, vocês são precoces do vício
Querem bosses de início sem posses no sítio
É uma foda diária geez ele roda na área
Com mais buzz  do que na street, Carris e rodoviária
Eu 'tou com os puros, nunca com rafeiros no espaço
A dar milho aos pombos e nem sequer 'tou no Terreiro do Paço
(Easy)",,https://genius.com/Regula-regula-lyrics
52,Regula,Vê-se (Outro),Tira Teimas,,2005-06-20,https://genius.com/Regula-ve-se-outro-lyrics
53,Regula,Sixteen,Tira Teimas,,2005-06-20,https://genius.com/Regula-sixteen-lyrics
54,Regula,Zuka Regula,Mixtape Kara Davis,"Mas é o sul americano hiphop provoca o dano
 está sujeita a encostar o cano
Muleque eu nunca gravei um deck
Escrevo, fumo o meu beque
Primeira vez que no rap tomei  check
Se foda os griffes, sapato e chapéu
Com putas mais rodadas que prato dum quartel
Niggas, eu sou assim pois é assim que me encontro
Sem pilim nas contas
Não, 'tamos junto pr'a mim não conta
Já sei que eu sou medo
E a razão do seu esconderijo
Muleques 
Mas essa tesão é de mijo
Vim do Brasil para Portugal
Já fiz cinco anos e vim com a maior moral
Que melhorasse os meus planos
Mas não, a vida 'tá dura e ao longo desgasto
Por isso eu  na pintura e bombo uns cascos
Zuka dispara nas 
Eu sou Kara Davis mas eu não paro
Mesmo que esteja com cara de lazy

Gula, p'os meus irmãos
Com quem fuma, bebe, jura
Falo com terminações ou mãos
Tipo  a minha vida é só negócios
E música, muitos sócios
Que eu pus e cansaram os vossos best-offs no move
Então bora fazer mais mixtapes
Crucifixo takes, se eu fixei-te
Não fiques feito parvo ouvindo fakes
E sim sei que limpo cakes
E nem se passa homicídio
Mas esses rappers dão-me graça
E isto só 
Eu não via tantos com seguidores
Hoje na zona há mais traficantes do que consumidores
Bom-bom, tudo tem minutos
Hour after hour
E por vezes é mais cansativo que um dia ativo na 
Eles fazem-se à pista pa' manter a lavagem da vista
Mas com a miragem à risca eles não reagem com piscas
Faz a contagem de artistas com mensagens realistas
Em homenagem enche uma página p'os terroristas
Do liricismo e em battles não me dês o grito do racismo
Eu e os meus niggas tivemos todos o mesmo tipo de batismo
E se não bate diz-me um bacon duma cultura oposta
Eu não quero saber da figura que tens na tua moldura posta
E sem sermos nós aqui mais ninguém fatura a posta
E se falam muito, ossos partidos, fratura exposta",,https://genius.com/Regula-zuka-regula-lyrics
55,Regula,Drunk’s,1ª Jornada,"Yo what the fuck?
Me'mo assim
Regula e super shor
Aquilo que tu mais querias
Isto é punk rap niggas

I got a go, hiphop bip show
Se os produtores fossem bitches eu era um gigolo
O flow é funk, o estilo de rap é punk
Em todas as parte vês o Bellini sempre drunk
Essa é a minha teoria
Skills com categoria
""Donde é que te veio a inspiração, furacão?""
Tibaria
Quem diria, dois tibados no mesmo beat
As pussys à nossa frente continuam a fazer strip
Parece que o diabo fugia se o Shor tocasse no inferno
Se nos querem encontrar procurem num bar de alterno
Podem nos ver a avacalhar com as funanis mais cleans
E rebarbados continuam a meter moedas nas cabines
Metem uma bitch a brincar com qualquer tipo de vibrador
Regula com a dick de fora é pior que um filme de terror
É o cenário mais assustador que já alguma vês foi visto
Tu sabes quem é que faz acontecer um imprevisto
Eu e o meu nigga Shor dependemos da pilhação
Se conduzisse e se soprasse no tubo eu rebentava com o balão
Calão é o que eu falo
Bugs são quem eu instalo
Regula é o pula que anda sempre com a boca no gargalo

Your ass nigga, drunk boys
Super Shor no rap toy
Fuck esses niggas que não aguentam este boy
Esta é aquela rima que te mói
É o quê? dá de fuga boy
Super Shor no street nigga
Super Shor yes pussy nigga
Porque é dentro da pussy onde eu costumo estar
Super Shor quê? Sempre a perar
Nonstop, ya lyrical choque
Quê quê?
Ya lyrical choque
Drunkstyle o quê?
Eu represento até ao EC

Eu não fumo paiva só pa' dar mais raiva
Desenrasco mais vezes que o canivete do MacGyver
Encruzilhada é verificada em toda a batida
A gravação é lá na estação da cruz de partida
Quer dizer que brother onde rimação é pesada
'Tou aqui pa' toda pussy que quer ser desonrada
Muita rima que é dada não é percebida
Bem dita a alma que 'tá viciada na bebida
Para mim deliciosa como os pratos do brazuca
Skills dão-te a volta à cabeça desde da testa à nuca
Sem 9mm, , uzi nem bazuca
Também me podes encontrar no crib do Samuca
 pa' mostrar a peúga white
Enquanto eu drinko, SAM nighta mais um vipe
Faz mais umas samplagens daquelas que cai like
Pa' mandar mais um flow daqueles à whatever type
O vinho é pa' tight
Pa' bitch que cheira à fish
Se querem perar comigo, é o quê? Make a wish
Sou eu (ahn) aquele com quem tu cubas
Aquele à pala de quem tu te masturbas
Não 'tou pa' 'tar a aceitar desculpas
Sou eu o dono do pénis que tu mais chupas
O meu crew é tipo niggas, põe pussys a gemer
O meu crew é tipo niggas quê? 'Tá a beber

O meu crew é tipo niggas que 'tão a beber",,https://genius.com/Regula-drunks-lyrics
56,Regula,01,Mixtape Kara Davis Vol. 2 Lisa Chu,"Se as minhas dicas batem milie man
As pussies mostram-me o mamilo e man
O teu mini clan chilling no INEM
Os meus números são 38 e 9mms man
E os meu kilies se não me pagam
É tipo Achilies man
Mas eu sou chilly really
Eu só leio pilim man
Tipo real dollars e nem sou do feely man
??? e Sam
Um gajo tem milly gems
Mas o dom já está no sangue, ya
Skill e genes
Se andas com bom stock
No meu bloco vendem tudo
E já lá pararam mais bandas
Do que o Rock Rendez-Vous
Ya
Tenta fazer voodoo
Queres ver se eu te ajudo?
Tu queres-me ver em baixo né?
Tenta fazer judo
Todo o catuja diz
Que o teu homem suja o disco
Mano a rima dele é tão podre
Que ele enferruja o disk
Mano o meu congu não é para estar num estado
Cujo risco seja grande
Eu não encho o cu ao estado
Eu fujo ao fisco
Tou na zona à espera que o dude chegue
E é assim que o puto segue
Pergunta ao meu puto Xeg
Fruta pussy e bootleg
Não mexas de álcool à espera de algo
Tipo que o puto gregue
Porque eu tou na batida
Tal e qual o meu puto Fred
Baby eu fico em braza
Quando eu cruzo com uma ?billy?
Vai com um baker mais azedo
Do que o Tom Cruise no Vanilla Sky
Quem me fila cai
E o teu filho deala pá
E tu não me perguntes quando o álbum do Tekilla sai
E os sons que gravaram na outra margem
Eu sei lá se isso sai
Faz lá um pica Jamaica em homenagem ao ???
Eu sou do tempo do Capone e do J Cap
Ainda vocês só faziam contas de fazer playback
Considera isto um ajusto de contas
Ma nigga payback
Curtia tanto Da Weasel que eu até imitei o Pac",,https://genius.com/Regula-01-lyrics
57,Regula,10,Mixtape Kara Davis Vol. 2 Lisa Chu,"Que é que foi nigga
Não ponham o Viris e o Regula na mema faixa
Gula, fuck b we got problems, oh man
Não façam isso 
Já vi que eles querem ver tsunamis
Uh Viris

Hey oh my nigga volume dois
Viris cospes ou não cospes
Quantas barras são?
Dezasseis man
Nigga eu tenho cem barrotes
Sem modo, sem calotes
Só verbos e zagalotes
Sou Valete, eles são Reis
Ainda levam cem capotes
Ok, tu tens bling, tens pussy, tens dodge
Para com essa lenga-lenga, tu nem essa kenga fodes
Senta, faz melhor que esse teu rap porque isso é stand-up
Tenta cuspir 100 barras (nah) nem 30 podes
Sente a voz e se tu não aguentas foge
Porque se o Viris cai-te em cima
No finish ninguém te acode
Fiz um som de futebol disseram que eu já não era hiphop (What?)
Se eu não fosse hiphop nem haveria hiphop (Wow)
Faço sons de futebol, ananás e de cachalotes
O meu próximo som é
Com a tua mãe no banco de trás do teu bote
Melhor é ficares no teu spot pa' teres paz no teu block
Se não ainda levas com um choque 99 gigawatts
Eu sou Viris, sou grande como Osiris
Martirizo com aquelas lyrics
Sugo o espírito, parece rap vampírico
E satirizo umas  porque eu sou erudito
Flipas quando eu rapo p'o people
Tripas quando eu egotripo
Eu não te curto, tu és daqueles que só fala fala
Armado em americano tipo: ""Yo nigga, halla halla""
Eu mato em suaíli, 
E mato em árabe nigga, 
Amén, o Viris é bué à frente
Olha pa' essa gente toda que já me chama Rakim
Vê o S no peito, eu sou mais head
O teu rap é bué R&B, prefiro a 
Eu desde sempre fui o que mais marcou e jubilou
E nem ligo a quem beefou porque eles são groupies bro
Tu viste o show de liricismo que o V publicou
Que niggas até já esqueciam que o flow é estúpido
Fodido como as barras de Kara Davis
Tens cara de Kara Davis
Traz nádegas para levares com a vara
Estúpido, traz as barras de Shânkara
Eu trago-te as barras do  que não se compara
Vocês só curtem beefs e zaragatas
Querem assim tanto beef, tirem da vossa mãe que é uma vaca
Raca! O meu rap é sério man, motherfuckers
O meu rap é poesia com substância
Alegorias com elegância
Mestria
O meu rap é para sentires a preponderância
Fluíres com predominância
Ficares na insignificância nigga
O meu rap é exuberância e relevância
O meu rap também dá p'o Djaló cortar as tranças

Bitch enfeita a beiça
As pussies estão atrás de mim
Porque eu 'tou atrás do pilim, paper chaser
É o baba chapo, chega caga chato
E eu bem sei se não tens noção
Corto-te a ração, respeita a ceifa
A tua querida favorita, eu caço-a e bate-me à pívia
Faz-me um bico e depois passa a Nivea
Boy para na zona, não finjas
Gangue tem o mesmo
Que encontraram no sangue do Maradona e Caniggia boy
Cuidado com o lixo que o bicho pega
Eu não complico, prega 
Rolling Stones tipo Mick Jagger
Não fales como se eu fosse byter
Sabes que eu sou ghostwritter
Muitos 'tão a querer fazer barulho e eu não ouço nada
B eu só ouço cara e tu diz ao moço para
Porque se a carreira musical acaba o moço mara
Geez é pena porque eu tive rafeiros ao meu lado
Só 'tavam a pensar no sistema lucrativo
E por isso eu já não banco zukas
Mas se a musica não der
Eu vou tentar os mesmo meios b, que o Frank Lucas
E eu 'tou a ser franco, luta, escuta
Sai do banco porque há bué de bros no manco
E muita coisa do género
Não é por acaso, é por a quiza
Que eu bazo na pura Lisa
Se a base não dura diz ao gringo
Que a vaza não foi pura, jesus
He's back adivinha com rap da vizinha
Sandro G style Viris  na cozinha
Fresh da cabeça aos pulsos e calcanhares
E os teus grifes estão mais russos do que os kosovares
Isto são bombas do 
É o Gula e o Valete mano
Vão sentir isto no corpo
Como as vítimas do Vietnam
Na mesa eu pus mad
Stuff que o Cruz dread
'Tou me a fazer à vida e só Deus sabe, cruz-credo
E eu vou matendo a fé p'os meus irmãos que tão em cana
'Tá limpo, 'tá mais que limpo, o algodão não engana",,https://genius.com/Regula-10-lyrics
