,term,description,level,synonym,scale
196,andar nas putas e vinho verde,"sem fazer nada, ser preguiçoso, ter preferência por não trabalhar e andar na vadiagem", calão carroceiro," andar a fazer cera; andar à boa-vida; andar no laréu; andar a coçar o cu pelas esquinas; andar a
          polir esquinas; andar a mandriar; andar a vadiar; andar a flaino; andar a preguiçar; ócio; na boa
          vai ela; andar na vadiagem; andar na trolaró; andar a fazer versos à Lua",3
197,andar no carrossel dos caralhos,é um:, calão carroceiro, coirão,3
198,andar no mundo por ver andar os outros,,none,none,0
199,andar numa correria,&bullet; ter muito (demasiado) que fazer,none," numa roda-viva; num corropio; andar numa fona; andar em bolandas; aos trancos e barrancos; não
          chegar para as encomendas; não dar vazão; não dar saída; não dar conta do recado; não saber para
          onde se voltar; andar em pancas",0
200,andar numa fona,&bullet; ter muito (demasiado) que fazer,none," numa roda-viva; num corropio; andar em bolandas; aos trancos e barrancos; andar numa correria; não
          chegar para as encomendas; não dar vazão; não dar saída; não dar conta do recado; não saber para
          onde se voltar; andar em pancas",0
201,andar o Diabo à solta,situação incontrolável onde tudo de mau está prestes a acontecer,none,none,0
202,andar ó tio ó tio,"&bullet; sem dinheiro, a mendigar",none," sem cheta; não ter com que comprar os melões; uma mão atrás e outra à frente; andar nas lonas;
          estar à dependura; sem um tusto; estar na merda; estar liso; estar teso; teso como um carapau;
          pedinchar; andar a pedir esmola; andar à moina; voar baixinho",0
203,andar para trás como o caranguejo,pessoa ou Entidade que regride no seu desempenho,none, andar para trás como o comboio de Chelas; regredir; retroceder,0
204,andar para trás como o comboio de Chelas,é um:,none, andar para trás como o caranguejo; regredir; retroceder,0
205,andar tudo numa grande barbuda,"diz de uma situação em que, por falta de autoridade, ninguém faz nada ou que está a ter
          comportamentos abandalhados ou desadequados",none, patrão fora dia santo na loja,0
206,Andas na tropa?!... é que já marchavas!,é um:,none,none,0
207,andorinha,é um:,none, paspalho; paspalhão; preguiçoso,0
208,andrade,é um:,none, dragão,0
209,andrajoso,"aquele ou aquilo que exala mau cheiro ou causa náusea (por razões físicas, psicológicas ou
          comportamentais) ,",none," fedorento; asqueroso; abjecto; malcheiroso; fétido; nauseabundo; nojento; putrefacto; podre;
          piolhoso; piolhento; tinhoso",0
210,à nesga,pequeníssima distância ou margem pela qual se ultrapassou algo ou se falhou algo,none, por uma unha negra; por um cabelo; por um fio; por um triz; à tangente; rés-vés; à tanja,0
211,anhar,ex.:, calão,none,2
212,anilíngua,sexo oro-anal,none, botão de rosa,0
213,anjinho,&bullet; ,none," otário; palerma; tanso; lorpa; totó; menino Pompeu; Zé-Goiaba; bunda-mole; menino queque; betinho;
          menino de coro",0
214,ano,adivinha:,none,none,0
215,antipático,"de mau humor, mal encarado, pessoa com expressão facial agreste ou de antipatia",none, ser um cara de pau; estar de trombas,0
216,antro,"casa miserável, suja e desarrumada",none, chafarica; espelunca; barraco,0
217,anzoneira,diz-se de uma pessoa demasiado curiosa e que adora meter-se na vida dos outros,none," cabaneiro; coscuvilheiro; cusca; metediço; bisbilhoteiro; fofoqueiro; mexiriqueiro; bilhardeiro
        ",0
218,ao arrepio de,"em oposição a, sem o consentimento",none, à revelia; ao revés,0
219,ao atar das feridas,no último instante,none, à última hora; ao cair do pano; ao fechar a cena; ao fechar da loja,0
220,ao cair do pano,no último instante,none, à última hora; ao atar das feridas; ao fechar a cena; ao fechar da loja,0
221,ao desbarato,"quase gratuitamente, preço muito baixo, económico, barato",none," a preço irrisório; ao preço da chuva; pelo preço da uva mijona; pechincha; por tuta-e-meia; cinco
          reis de mel coado",0
222,ao fechar a cena,no último instante,none, à última hora; ao atar das feridas; ao cair do pano; ao fechar da loja,0
223,ao fechar da loja,no último instante,none, à última hora; ao atar das feridas; ao cair do pano; ao fechar a cena,0
224,a olho nu,"sem auxílio de binóculos, fácil de ver",none, à vista desarmada,0
225,Ao nascer saíste pelo cu porque a tua mãe tinha a cona ocupada,insulto a árbitro do mais violento e arrasador que se consegue, calão muito carroceiro," Tens mais cornos que um prato de caracóis meu grande filho da puta !; Corta a tua mãe às postas e
          faz arroz de puta; Filho de um saco de putas",4
226,ao preço da chuva,"quase gratuitamente, preço muito baixo, económico, barato",none," ao desbarato; a preço irrisório; pelo preço da uva mijona; pechincha; por tuta-e-meia; cinco reis
          de mel coado",0
227,ao que consta,locução adverbial,none, pelos vistos; segundo consta; ao que parece; ao que tudo indica,0
228,ao que parece,locução adverbial,none, pelos vistos; segundo consta; ao que consta; ao que tudo indica,0
229,ao que tudo indica,locução adverbial,none, pelos vistos; segundo consta; ao que consta; ao que parece,0
230,ao revés,"em oposição a, sem o consentimento",none, à revelia; ao arrepio de,0
231,ao sabor da maré,"ao acaso, sem tomar posição",none, ir ao sabor da corrente,0
232,aos magotes,em grande quantidade,none,,0
233,à pala,algo que se recebe ou come gratuitamente,none, à borla; à borliú; de graça; saber a pato com penas,0
234,apalermado,"parado, sem fazer nada",none, especado,0
235,apalpar o terreno,&bullet; explorar com cautelas,none, sondar o terreno; deitar o barro à parede,0
236,apanhar com a boca na botija,"apanhar alguém em pleno crime, em pleno acto",none, em flagrante delito; apanhar em flagrante; em cheio,0
237,apanhar com as calças na mão,"desprevenido, em situação melindrosa",none,none,0
238,apanhar um chumbo,reprovar,none, chumbar; gatar,0
239,apanhar em flagrante,"apanhar alguém em pleno crime, em pleno acto",none, apanhar com a boca na botija; em flagrante delito; em cheio,0
240,puta,"ficar bêbado, beber de mais", calão carroceiro," bebedeira; carraspana; ramada; piela; narsa; encher a cara; entornar o barril; entornar o caneco;
          ir a trocar o passo; lamber o garrafão; buba; tosga; derrubar a adega; estar com um grão na asa;
          estar com dois dedos de gramática; tomar um porre; encharcado",3
241,a pensar morreu um burro,é um:,none,none,0
242,,disciplinar,none,,0
243,,disciplinar,none,,0
244,aperto de alma,,none, aflição,0
245,apitar,"avisar, pôr-nos a par de qualquer coisa",none,none,0
246,a ponto de,"acabando por, levando a que",none,none,0
247,à porta fechada,"secretamente, em segredo, privadamente",none, entre quatro paredes,0
248,à portuguesa,anedota:,none,none,0
249,a preço irrisório,"quase gratuitamente, preço muito baixo, económico, barato",none," ao desbarato; ao preço da chuva; pelo preço da uva mijona; pechincha; por tuta-e-meia; cinco reis
          de mel coado",0
250,aprender de ouvido,_ música sem partituras nem professores,none,none,0
251,aproveitador,alguém que se aproveita dos outros,none, chulo; chupista; parasita; sevandija,0
252,a qualquer preço,diz-se de algo difícil que impreterivelmente tem que ser realizado,none, à viva força; a ferro e fogo; doa a quem doer; custe o que custar,0
253,aquecer-lhe o motor,é um:,none,,0
254,aqui há atrasado,... há uns tempos atrás,none, há três - quinze dias,0
255,aqui há coisa,"&bullet; ser algo estranho, suspeito",none, trazer água no bico; cheirar a esturro; aqui há gato; aqui há marosca,0
256,aqui há gato,é um:,none, trazer água no bico; cheirar a esturro; aqui há coisa; aqui há marosca,0
257,aqui há marosca,"&bullet; ser algo estranho, suspeito",none, trazer água no bico; cheirar a esturro; aqui há gato; aqui há coisa,0
258,aranha,é um:, calão carroceiro," cona; pipi; pito; pitaço; pirona; rata; vagina; ninho; parreco; pombinha; racha; febra;
          entrefolhos; mexilhão; ostra; greta; pachacha; patareca; passarinha; perseguida; boceta; conaça;
          crica; fanesga; boca do corpo; xana; snaita",3
259,araújo,corpo estranho num olho, coloquial, orgueiro,1
260,arbusto,pêlos púbicos, calão, pintelho; pentelho,2
261,arcaboiço,"homem com físico desenvolvido, musculado, entroncado",none, capado; caparro; físico,0
262,ardiúmes na pachacha,calores vaginais, calão carroceiro, febres da pita; lumes de cona,3
263,rebentar pelas costuras,"estar muito apertado, muito cheio",none, estar como sardinha em lata; ensardinhar,0
264,arejar,,none, desanuviar; espairecer; saltar o muro,0
265,arejar a pevide,"sair de casa sem ser por razões profissionais ou por obrigação;
          dar um passeio",none, laurear a pevide; passear; cirandar; dar uma volta; dar um giro; ir tomar ar,0
266,à revelia,"em oposição a, sem o consentimento",none, ao arrepio de; ao revés,0
267,argasmo,"sensação de prazer semelhante ao orgasmo experimentada por quem retira uma máscara covideira
          ganhando acesso ao ar", calão,none,2
268,arma branca,"faca, arma não explosiva",none,none,0
269,arma de desdruição massiva,mau cheiro dos pés,none, sulfato de peúga; chulé,0
270,armante,"diz-se de alguém muito convencido, arrogante e que se gaba mesmo do que não faz", coloquial, gabarolas; granadas; ser um convencido; fanfarrão,1
271,armar ao pingarelho,"&bullet; armar-se em bom, gabar-se",none," armar aos cucos; armar-se; estar armado em carapau de corrida; armar-se aos cágados; estar armado
          em parvo",0
272,armar aos cucos,"&bullet; armar-se em bom, gabar-se",none," armar-se; estar armado em carapau de corrida; armar-se aos cágados; estar armado em parvo; armar ao
          pingarelho",0
273,armar o burro,"ficar sentido com o que lhe foi dito, sugerido ou insinuado e reagir com expressão facial ou
          corporal a tal facto",none, amuar; fazer beicinho; ficar emburrado,0
274,armar os sextos,,none,none,0
275,armar-se,"&bullet; armar-se em bom, gabar-se",none," armar aos cucos; estar armado em carapau de corrida; armar-se aos cágados; estar armado em parvo;
          armar ao pingarelho",0
276,armar-se aos cágados,"&bullet; armar-se em bom, gabar-se",none," armar aos cucos; armar-se; estar armado em carapau de corrida; estar armado em parvo; armar ao
          pingarelho",0
277,armar-se em esperto,,none, abispar; arriscar,0
278,armar um 31,armar uma grande confusão,none, armar uma lã de cão; caçar barulho; procurar confusão,0
279,armar uma lã de cão,armar uma grande confusão,none, armar um 31; caçar barulho; procurar confusão,0
280,a rodos,em grande quantidade,none,,0
281,arraial de pancadaria,"&bullet; espancar, lutar",none," passar a vias de facto; andar à batatada; andar à traulitada; andar à pancada; andar à porrada;
          andar à porra e à maça; andar à lapada; arraial de porrada; roleta; pancada de criar bicho; porrada
          velha",0
282,arraial de porrada,"&bullet; espancar, lutar", coloquial," passar a vias de facto; andar à batatada; andar à traulitada; andar à pancada; andar à porrada;
          andar à porra e à maça; andar à lapada; arraial de pancadaria; roleta; pancada de criar bicho;
          porrada velha",1
283,arranjar chatice,meter-se numa situação problemátida,none, meter-se em trabalhos; meter-se em complicações; meter-se numa grande alhada,0
284,arranjar lenha para me queimar,piorar a sua própria situação,none,none,0
285,arranjinho,&bullet; negócios ilegal,none, esquema,0
286,arrastar a asa,"fazer a corte, namorar", coloquial, damar; galantear; cortejar; fazer pé de alferes; flirtar,1
287,arrebanhar,tentar ficar com tudo ou com o máximo possível,none,none,0
288,arre çamona,interjeição de espanto e de quantidade, coloquial, caraças; chiça; chiça penico,1
289,arregaçar as mangas,&bullet; iniciar um trabalho,none," pôr mãos à obra; vergar a mola; meter ombros ao trabalho; lançar mãos ao arado; pegar o touro pelos
          cornos; encarar as coisas de frente",0
290,arreguntar,guardar o lugar,none,none,0
291,arrepepar,"arranhar com as unhas garras, genéricamente atacar selvaticamente alguém",none, esgadanhar; esgatanhar,0
292,arrepiar caminho,&bullet; voltar para trás,none,none,0
293,arre porra!,interjeição de desagrado ou de espanto, calão, foda-se!; caralho!; carago!; caraças; caramba; porra; poça!; droga!; chiça; puta que pariu!,2
294,arrezoirar,atirar,none,none,0
295,arriar a canastra,&bullet; temos sarilho,none," arriar a jiga; arriar o cesto; estalar o verniz; estar a burra nas couves; temos o caldo entornado
        ",0
296,arriar a jiga,&bullet; temos sarilho,none," arriar o cesto; arriar a canastra; estalar o verniz; estar a burra nas couves; temos o caldo
          entornado",0
297,arriar o calhau,fazer necessidades fisiológicas sólidas, coloquial," cagar; defecar; fazer as suas necessidades; mandar um telegrama; ir enviar um fax; fazer cocó;
          largar o barro",1
298,arriar o cesto,&bullet; temos sarilho,none," arriar a jiga; arriar a canastra; estalar o verniz; estar a burra nas couves; temos o caldo
          entornado",0
299,arriscar,,none, abispar; armar-se em esperto,0
300,arrombado,&bullet; homossexual masculino passivo, calão carroceiro," paneleiro; larilas; lelé; bicha; baitola; abichanado; lingrinhas; maricas; miasco; rabo; rabeta;
          rebola; rabolho; panasca; panisga; panilas; panão; panuco; picolho; viado; perobo; boiola; frozô;
          roto; abafa-palhinha; gay; bamby; xibungo",3
